ChEMBL_ID,SMILES
CHEMBL1483796,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
CHEMBL3754357,COc1ccc(/C=C/C(=N/NC(=N)N)c2ccc(Cl)cc2)cc1OC
CHEMBL487804,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O
CHEMBL1933459,Nc1nc(Cc2ccc(-c3cccc4oc5ccccc5c34)cc2)cn1Cc1ccccc1Cl
CHEMBL4648247,COC(=O)[C@H]1OCC(=S)N[C@@H]1c1ccc(OC)cc1
CHEMBL559870,Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1
CHEMBL167970,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1
CHEMBL4279857,CN(C)Cc1ccn(-c2ccc(NCCCN3CCCCC3)c(OCCN3CCCCC3)c2)c1
CHEMBL3640248,CC1(c2cccc(/N=C(\NO)c3ncc(Cl)cc3Cl)c2)CCSC(N)=N1
CHEMBL1909699,O=C(c1ccccc1)N(CCc1ccccc1)CC(O)Cn1c2ccccc2c2ccccc21
CHEMBL3400758,COC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
CHEMBL1934286,CS(=O)(=O)c1ccc(-c2ccccc2[C@@H]2CNC[C@H]2C(=O)N2CCOC[C@@H]2c2ccccc2)cc1
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
CHEMBL377745,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1ccc2ccccc2n1.O=C(O)C(F)(F)F
CHEMBL3688765,NC1=C[C@@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)cc(F)c2F)[C@@H]2C[C@@H]2O1
CHEMBL3677225,CCCN(CCC)C(=O)c1cccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)c1
CHEMBL3968046,CCCCOC(=O)C[C@](C)(N[S@+]([O-])C(C)(C)C)c1cc(Br)ccc1F
CHEMBL1376633,COc1ccc(C2C(C#N)=C(N)N3C(=C2C#N)Sc2ccccc23)cc1
CHEMBL4128447,COc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cc(Cl)c(N)c(Cl)c4)c[nH]3)[nH]c(=O)c2C#N)c1
CHEMBL1782314,Cc1nc(N/C(=N\C(=O)Nc2ccccc2)NC(=O)Nc2ccccc2)nc2ccccc12
CHEMBL5188397,Cc1cc2nc(-c3cnc(N)s3)c(-c3cnc(N)s3)nc2cc1C
CHEMBL579169,OC(CNc1cccc2ccccc12)Cn1c2ccccc2c2ccccc21
CHEMBL1940612,CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc1ccccc1OC
CHEMBL206097,O=C(Nc1cc(Br)ccc1N1CCN(S(=O)(=O)c2cccs2)CC1)c1cc(=O)c2ccccc2o1
CHEMBL4094980,COC(=O)[C@@H]1O[C@@H]2O[C@H]1C(=S)N(Cc1ccccc1)[C@H]2Cc1ccccc1
CHEMBL3639760,C=CC(=O)CC(=O)CC(c1ccc(O)cc1)c1ccc2cc[nH]c2c1
CHEMBL4442213,COc1ccc2[nH]c3nc4c(c(N)c3c2c1)CCCC4
CHEMBL3937749,COC1CCC2(CC1)Cc1ccc(Br)cc1C21CON(C)C(N)=N1
CHEMBL4167503,N=c1oc2ccccc2cc1C(=O)Nc1cc(Br)ccc1NCc1cn(CCCN2C(=O)c3ccccc3C2=O)nn1
CHEMBL4176954,COc1ccc2sc(N)cc2c1
CHEMBL5270796,CCCCCCCCCCCC1=CC(=O)C=CC1=O
CHEMBL2380448,COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1
CHEMBL1570219,CCOc1ccc(N2Cc3ccccc3C2)cc1
CHEMBL2158255,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC(C)(C)Cc2[nH]c(CC(C)(C)C)nc21
CHEMBL4062641,OC1=C2Nc3ccccc3N=C2OC1c1c[nH]c2ccc(COc3ccccc3)cc12
CHEMBL4159379,O=C(NCCNc1ccnc2cc(Cl)ccc12)c1cnccn1
CHEMBL419432,CC(C)CN(CCCN1CCN(CCCNc2nc3ccccc3[nH]2)CC1)CC(C)C
CHEMBL3291021,C#CCN(C)Cc1ccc(O)c2ncccc12
CHEMBL4090604,CC1Cc2ccc(OC(=O)c3ccc(NC(=N)N)cc3)cc2OC1=O
CHEMBL1526260,COc1ccc(C(=S)N(C)C)cc1OC
CHEMBL3945339,CC1(c2cccc(Nc3nsc4cc(Br)ccc34)c2)COCC(N)=N1
CHEMBL1272322,COc1ccc2cc(-c3cn(C[C@@H]4Cc5c([nH]c6ccccc56)CN4)nn3)ccc2c1
CHEMBL3951035,COc1ccc(C(=O)OCC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL1312649,CC(=O)N1CCN(C(=S)c2ccc(N(C)C)cc2)CC1
CHEMBL449578,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(-c2cn(Cc3ccccc3)nn2)c1)c1ccccc1
CHEMBL3677210,CC(C)(C)[Si](C)(C)OCc1ccccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)cc1
CHEMBL1917911,CCCCN(C)C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)c2cccnc21
CHEMBL3677228,COC(=O)c1ccccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)cc1
CHEMBL205637,COc1ccc2c(CC(=O)Nc3cc(Br)ccc3N3CCN(S(=O)(=O)c4cccs4)CC3)cc(=O)oc2c1
CHEMBL589163,CN1C(=O)C(C2CCCCC2)(C2CCCCC2)N=C1N
CHEMBL5277231,CC12CC(c3c(O)cc(-c4cc5ccc(O)cc5o4)cc3O)CC3c4ccc(O)cc4OC31C2
CHEMBL3677230,CSc1ccccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)cc1
CHEMBL1610040,Sc1nnc(CSc2nc3ccccc3s2)o1
CHEMBL1210350,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(F)(F)F)c1)c1cccc(N2c3ccccc3OS2(=O)=O)c1
CHEMBL2347870,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cc2ccccc2o/c1=N\c1ccccc1
CHEMBL2380451,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1
CHEMBL251307,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(-c3ncco3)c2)COC1=O
CHEMBL3586133,NC1=NC2CCC(OC(=O)c3cccc(Cl)c3)CC2CS1.O=C(O)C(F)(F)F
CHEMBL5287811,C(=N/Nc1nnc(-c2cccs2)c(-c2cccs2)n1)\c1cc2ccccc2[nH]1
CHEMBL2380450,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1
CHEMBL583178,CN1C(=N)N[C@](CCC2CCCCC2)(CC2CCCCC2)C1=O
CHEMBL2403762,C[C@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)c2ccccc21
CHEMBL1929421,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C
CHEMBL142715,c1ccc(-c2ccc(COc3ccc4c(c3)CCC(CCN3CCCCC3)C4)cc2)cc1
CHEMBL4457091,Cn1nccc1[C@@H]1C[C@@](C)(c2ccc(F)cc2F)N=C(N)S1
CHEMBL122899,O=c1[nH]c(=O)c2cc[nH]c2[nH]1
CHEMBL251118,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(Br)cc(c2)COC1=O
CHEMBL1601822,Fc1ccccc1CSc1nc2ccc[nH]c-2n1
CHEMBL244416,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1
CHEMBL3586197,CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)CC3=CC(=O)[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)[C@H]3CC[C@@H]12
CHEMBL2407494,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1
CHEMBL1589705,COc1ccc(-n2nc3cc(C)c(NC(=O)CC(C)C)cc3n2)cc1
CHEMBL3937030,CC(C)N1CNc2c(NCc3ccc(N)cc3)nc(N3CCCCC3CCO)nc21
CHEMBL5196827,O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1ccc2nc3n(c(=O)c2c1)CCC3
CHEMBL4110028,CC(C)(O)c1nc(N2C[C@H]3CSC(N)=[N+](c4cnccn4)[C@H]3C2)ncc1F
CHEMBL5194590,C=C1[C@@]23C(=O)O[C@H](C)[C@@]2(O)C(=O)O[C@]1(C)[C@@H](O)C1=C2CO[C@H]4CC(=O)OC(C)(C)[C@@]24CC[C@@]13C
CHEMBL3656239,COCCOc1ccc2c(c1)C1(CC(=N)N(CC(F)(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2
CHEMBL1917915,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](S(=O)(=O)CCC)CN2)cc(-c2ncco2)c1
CHEMBL3936271,CCOC1=CC=C/C(=C\Nc2cc(C)cc(C)c2O)C1=O
CHEMBL5270666,CC(=O)Nc1c(Cl)cc(C/N=C(\N)NC(=O)Cn2ccc3ccc(C#N)cc32)cc1Cl
CHEMBL3656168,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(CC(=N)N(C)O2)C2(CCC(OCC)CC2)C3)c1
CHEMBL5178174,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2nc(-c3cnc(OCF)cn3)ccc2F)N=C1N
CHEMBL1950045,OCCc1ccc(O)c(O)c1
CHEMBL3691359,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](COCc3ccccc3)C[C@H]2CO1
CHEMBL4437812,C[C@@]1(c2cc(-c3cc(-c4cnc(C#N)cn4)no3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1
CHEMBL2442231,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C(=O)Nc2nnc(Br)s2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL5193623,C[C@@]1(c2nc(-c3ccc(F)cn3)cs2)CC[C@@](C)(S(C)(=O)=O)C(N)=N1
CHEMBL3922739,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc(C)nc3)cc1C21CC(=N)N(C(C)C)C1=O
CHEMBL4461226,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@H]3n3cccc3C(N)=N4)c2)nc1
CHEMBL3741314,C[C@@]1(c2cc(-c3cn(-c4ccc(C#N)cn4)nn3)ccc2F)C[S@]2(=O)=NCCCCN2C(N)=N1
CHEMBL2158253,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC(C)(C)Oc2sc(CC(C)(C)C)cc21
CHEMBL3670329,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)oc2ccc(Br)cc12
CHEMBL3695754,COc1ccc2c(c1)C1(N=C(N)N(C)C1=O)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1O2
CHEMBL4066837,CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)cc(S(C)(=O)=O)n1.Cl
CHEMBL5180053,CN(C)S(=O)(=O)[C@]1(C)CC[C@@](CF)(c2cc(-c3ccc(F)cn3)ccc2F)N=C1N
CHEMBL4440849,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)N(C)C(N)=N3)c2)cn1
CHEMBL5267312,C/C(=C\C1=CCN(C(=O)CCc2ccccc2)C(=O)C1)N1C(=O)c2ccccc2C1=O
CHEMBL2177305,CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
CHEMBL3683819,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1
CHEMBL3683833,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1
CHEMBL3688736,C#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1
CHEMBL3688716,NC1=N[C@@](c2cc(NC(=O)c3ccccn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1
CHEMBL3688717,Cc1cccnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1
CHEMBL3688616,Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1
CHEMBL3688815,Cc1cc(NC(=O)c2ccc(C#N)cn2)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F
CHEMBL3688737,CC#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1
CHEMBL3683863,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1
CHEMBL3683866,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1
CHEMBL3978126,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)C1=O
CHEMBL3656132,COC1CCC2(CC1)Cc1ccc(-c3cccc(OC(F)(F)F)c3)cc1C21N=C(N)N(C)C1=O
CHEMBL3656137,COc1cc(Cl)cc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCC(OC)CC2)C3)c1
CHEMBL3652433,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O
CHEMBL3260841,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O
CHEMBL3907588,COc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2
CHEMBL3965117,COC1CCC2(CC1)Cc1ccc(-c3cccc(Cl)c3)cc1C21N=C(N)N(C)C1=O
CHEMBL3984225,CCN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(OC)CC1
CHEMBL3913272,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OC(C)C)cc1C21N=C(N)N(C)C1=O
CHEMBL3977859,COc1cc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCC(OC)CC2)C3)ccn1
CHEMBL3703274,Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1
CHEMBL3703271,COc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1
CHEMBL3650838,NC1=NC2(CO1)c1cc(-c3cncc4ccccc34)ccc1OC1(CCC1)C21COC1
CHEMBL3703273,Cc1ncccc1-c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2
CHEMBL3703209,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1(CCC1)C21COC1
CHEMBL3703269,NC1=NC2(CO1)c1cc(-c3cncc(F)c3)ccc1OC1(CCC1)C21COC1
CHEMBL3650839,NC1=NC2(CO1)c1cc(-c3cnc4ccccc4c3)ccc1OC1(CCC1)C21COC1
CHEMBL3703311,NC1=NC2(CO1)c1cc(-c3ccc(F)nc3)ccc1OC1(CCC1)C21COC1
CHEMBL3703312,N#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1
CHEMBL3703282,COc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1
CHEMBL3261074,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1
CHEMBL3653459,NC1=N[C@@](c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)(C(F)F)COC1
CHEMBL3653380,NC1=N[C@@](c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)(C(F)F)COC1
CHEMBL3653414,N#Cc1ccc(C(=O)Nc2cc(C3(C(F)F)COCC(N)=N3)c(F)cc2F)nc1
CHEMBL3653421,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)COCC(N)=N3)c2)nc1
CHEMBL3653407,C[C@H]1OC[C@](c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)N=C1N
CHEMBL3653512,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1
CHEMBL3653408,C[C@@H]1OC[C@](c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)N=C1N
CHEMBL3653378,NC1=NC(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)COC1
CHEMBL3653464,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)COC1
CHEMBL3972170,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)cc(C#N)c3)cc1C21N=C(C)C(N)=N1
CHEMBL3895159,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C)cc(C#N)c3)cc1C21N=C(C)C(N)=N1
CHEMBL3653732,COCc1cccc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1
CHEMBL3657419,CCc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1
CHEMBL2151058,CC#Cc1cccc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1
CHEMBL3653725,CCC1=NC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1
CHEMBL3953357,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(F)c3)cc1[C@@]21N=C(C)C(N)=N1
CHEMBL3903281,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)ccc3F)cc1[C@@]21N=C(C)C(N)=N1
CHEMBL3917003,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(F)cc3F)cc1[C@@]21N=C(C)C(N)=N1
CHEMBL3657420,COCc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1
CHEMBL3944703,COC(C)c1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1
CHEMBL3958680,COCc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1
CHEMBL3911696,Cc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1
CHEMBL3933081,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cccc(F)c3)C[C@H]2CS1
CHEMBL3906147,Cc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)ccc1F
CHEMBL3948426,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3F)C[C@H]2CS1
CHEMBL3920625,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cc3F)C[C@H]2CS1
CHEMBL3942431,N#Cc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1
CHEMBL3967066,Cc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1F
CHEMBL3943095,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)c(F)c3)C[C@H]2CS1
CHEMBL4534367,COc1ccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)cc1OC
CHEMBL4550145,COc1ccc(OC)c(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c1
CHEMBL4463101,COc1cccc(OC)c1-c1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1
CHEMBL4543671,COc1ccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c(OC)c1
CHEMBL1092124,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)c1
CHEMBL4443833,COc1cccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c1OC
CHEMBL1092125,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(OC(F)(F)F)c3)c2)N=C1N
CHEMBL4547714,Cc1ccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)cc1C
CHEMBL577905,COc1ccc(C2(c3ccccc3)N=C(N)N(C)C2=O)cc1
CHEMBL4445450,COc1cccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c1F
CHEMBL3961254,[C-]#[N+]COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1
CHEMBL3973408,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCF)cn3)cs2)CO1
CHEMBL3952064,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1
CHEMBL3902541,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1
CHEMBL3944166,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCC(F)F)cn3)cs2)CO1
CHEMBL3947194,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)(F)F)cn3)cs2)CO1
CHEMBL3922075,CC#CCOc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1
CHEMBL3977620,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(C)(F)F)cn3)cs2)CO1
CHEMBL3946217,CCC(F)(F)Oc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1
CHEMBL3962126,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)c1
CHEMBL3354709,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2
CHEMBL3354710,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3c(F)ccnc3F)ccc1O2
CHEMBL3354705,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3ccc(F)nc3)ccc1O2
CHEMBL2177336,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cnccc3F)ccc1O2
CHEMBL3354715,CC1(COc2cc(F)c3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)COC1
CHEMBL3354716,CC(C)(F)COc1cc(F)c2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2
CHEMBL3354707,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncc(F)c3)ccc1O2
CHEMBL3354704,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3)ccc1O2
CHEMBL2177341,COc1ccc2c(c1)[C@@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2
CHEMBL2177339,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2
CHEMBL3656164,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2C1
CHEMBL3656143,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2CC1
CHEMBL3902664,Cc1cccc2c1CCC1(CCc3ccc(-c4cccc(C#N)c4)cc3C13N=C(N)N(C)O3)C2
CHEMBL3656165,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCc2ccccc2C1
CHEMBL3656169,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCC1
CHEMBL3656170,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCOCC1
CHEMBL3656162,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2cc(F)ccc2C1
CHEMBL3656179,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CCC21CCc2ccccc2CC1
CHEMBL3656152,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2cc(F)c(F)cc2C1
CHEMBL3656131,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CC21CCc2ccccc2CC1
CHEMBL266891,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)C)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL225442,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL377625,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL253103,CC(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1
CHEMBL502647,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL221454,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL445960,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL502172,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL499686,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
